Subject:	S1107
Project:	BesteRTMusic
Time:	2015-03-13_11-20-56

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
282	40881.540	3164.824	1;baselinestart;1426260081725;	1	baselinestart	1426260081725	
979	40940.635	3223.952	1;baselineend;1426260140731;	1	baselineend	1426260140731	
1052	40946.843	3230.128	19;hardstart;1426260146955;	19	hardstart	1426260146955	
1405	40976.758	3260.081	19;hardend;1426260176957;	19	hardend	1426260176957	
1714	41002.933	3286.296	8;easystart;1426260203076;	8	easystart	1426260203076	
2067	41032.915	3316.249	8;easyend;1426260233078;	8	easyend	1426260233078	
2374	41058.962	3342.273	18;hardstart;1426260259133;	18	hardstart	1426260259133	
2728	41088.897	3372.289	18;hardend;1426260289135;	18	hardend	1426260289135	
3035	41114.983	3398.357	15;hardstart;1426260315188;	15	hardstart	1426260315188	
3390	41145.094	3428.456	15;hardend;1426260345189;	15	hardend	1426260345189	
3697	41171.113	3454.483	17;hardstart;1426260371241;	17	hardstart	1426260371241	
4050	41201.088	3484.435	17;hardend;1426260401243;	17	hardend	1426260401243	
4357	41227.101	3510.481	16;hardstart;1426260427290;	16	hardstart	1426260427290	
4711	41257.142	3540.519	16;hardend;1426260457292;	16	hardend	1426260457292	
5018	41283.162	3566.544	9;easystart;1426260483346;	9	easystart	1426260483346	
5373	41313.241	3596.644	9;easyend;1426260513348;	9	easyend	1426260513348	
5680	41339.289	3622.711	10;easystart;1426260539431;	10	easystart	1426260539431	
6034	41369.335	3652.728	10;easyend;1426260569433;	10	easyend	1426260569433	
6428	41402.676	3686.126	3;easystart;1426260602906;	3	easystart	1426260602906	
6783	41432.779	3716.225	3;easyend;1426260632908;	3	easyend	1426260632908	
7089	41458.751	3742.209	13;hardstart;1426260658956;	13	hardstart	1426260658956	
7444	41488.865	3772.309	13;hardend;1426260688959;	13	hardend	1426260688959	
7750	41514.827	3798.250	14;hardstart;1426260715016;	14	hardstart	1426260715016	
8104	41544.824	3828.287	14;hardend;1426260745017;	14	hardend	1426260745017	
8412	41570.945	3854.417	2;easystart;1426260771065;	2	easystart	1426260771065	
8766	41600.961	3884.454	2;easyend;1426260801066;	2	easyend	1426260801066	
9073	41626.982	3910.458	5;easystart;1426260827114;	5	easystart	1426260827114	
9425	41656.868	3940.328	5;easyend;1426260857116;	5	easyend	1426260857116	
9732	41682.928	3966.395	4;easystart;1426260883172;	4	easystart	1426260883172	
10087	41712.991	3996.495	4;easyend;1426260913175;	4	easyend	1426260913175	
10394	41739.042	4022.520	12;easystart;1426260939218;	12	easystart	1426260939218	
10748	41769.024	4052.558	12;easyend;1426260969220;	12	easyend	1426260969220	
11055	41795.077	4078.603	7;easystart;1426260995263;	7	easystart	1426260995263	
11408	41825.052	4108.515	7;easyend;1426261025264;	7	easyend	1426261025264	
11755	41854.478	4137.963	21;hardstart;1426261054577;	21	hardstart	1426261054577	
12109	41884.439	4168.001	21;hardend;1426261084579;	21	hardend	1426261084579	
12416	41910.402	4194.005	20;hardstart;1426261110638;	20	hardstart	1426261110638	
12770	41940.518	4224.042	20;hardend;1426261140640;	20	hardend	1426261140640	
13077	41966.529	4250.109	22;hardstart;1426261166692;	22	hardstart	1426261166692	
13430	41996.509	4280.063	22;hardend;1426261196694;	22	hardend	1426261196694	
13738	42022.605	4306.150	11;easystart;1426261222733;	11	easystart	1426261222733	
14092	42052.625	4336.188	11;easyend;1426261252734;	11	easyend	1426261252734	
14398	42078.596	4362.150	6;easystart;1426261278784;	6	easystart	1426261278784	
14752	42108.579	4392.186	6;easyend;1426261308785;	6	easyend	1426261308785	
15060	42134.650	4418.276	23;hardstart;1426261334831;	23	hardstart	1426261334831	
15414	42164.744	4448.312	23;hardend;1426261364833;	23	hardend	1426261364833	
15415	42164.766	4448.396	100;experimentfinished;1426261364838;	100	experimentfinished	1426261364838	
15770	42218.418	4502.022	e;0.9;99.1	e	0.9	99.1	
15775	42218.859	4502.442	e;1.2;98.8	e	1.2	98.8	
15781	42219.287	4502.925	e;0.9;99.1	e	0.9	99.1	
15787	42219.821	4503.451	e;1.3;98.7	e	1.3	98.7	
15793	42220.393	4503.954	e;1.0;99.0	e	1.0	99.0	
15799	42220.860	4504.480	h;99.7;0.3	h	99.7	0.3	
15805	42221.286	4504.963	e;0.9;99.1	e	0.9	99.1	
15811	42221.931	4505.509	h;86.8;13.2	h	86.8	13.2	
15817	42222.378	4505.992	e;37.7;62.3	e	37.7	62.3	
15823	42222.930	4506.476	e;0.6;99.4	e	0.6	99.4	
15829	42223.410	4507.021	e;16.7;83.3	e	16.7	83.3	
15835	42223.828	4507.505	e;1.2;98.8	e	1.2	98.8	
15841	42224.392	4508.051	e;15.2;84.8	e	15.2	84.8	
15848	42225.007	4508.618	e;17.9;82.1	e	17.9	82.1	
15853	42225.455	4509.017	h;97.9;2.1	h	97.9	2.1	
15860	42225.988	4509.647	h;97.6;2.4	h	97.6	2.4	
15865	42226.384	4510.046	h;97.8;2.2	h	97.8	2.2	
15871	42226.943	4510.593	h;100.0;0.0	h	100.0	0.0	
15877	42227.431	4511.075	h;100.0;0.0	h	100.0	0.0	
15883	42227.968	4511.601	h;100.0;0.0	h	100.0	0.0	
15889	42228.498	4512.104	h;99.7;0.3	h	99.7	0.3	
15895	42228.912	4512.588	e;0.0;100.0	e	0.0	100.0	
15901	42229.479	4513.133	h;73.3;26.7	h	73.3	26.7	
15907	42230.027	4513.617	e;0.8;99.2	e	0.8	99.2	
15913	42230.579	4514.142	e;0.8;99.2	e	0.8	99.2	
15919	42231.053	4514.646	e;0.8;99.2	e	0.8	99.2	
