Subject:	S902
Project:	BesteRTMusic
Time:	2015-02-26_11-24-48

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
342	41117.786	5971.909	1;baselinestart;1424967917714;	1	baselinestart	1424967917714	
1037	41176.770	6030.871	1;baselineend;1424967976760;	1	baselineend	1424967976760	
1112	41183.101	6037.234	7;easystart;1424967983086;	7	easystart	1424967983086	
1466	41213.115	6067.251	7;easyend;1424968013103;	7	easyend	1424968013103	
1774	41239.258	6093.380	22;hardstart;1424968039235;	22	hardstart	1424968039235	
2128	41269.257	6123.418	22;hardend;1424968069238;	22	hardend	1424968069238	
2436	41295.370	6149.527	5;easystart;1424968095285;	5	easystart	1424968095285	
2789	41325.289	6179.459	5;easyend;1424968125288;	5	easyend	1424968125288	
3097	41351.417	6205.611	4;easystart;1424968151388;	4	easystart	1424968151388	
3451	41381.447	6235.626	4;easyend;1424968181391;	4	easyend	1424968181391	
3758	41407.464	6261.652	16;hardstart;1424968207439;	16	hardstart	1424968207439	
4112	41437.478	6291.689	16;hardend;1424968237442;	16	hardend	1424968237442	
4419	41463.512	6317.735	3;easystart;1424968263496;	3	easystart	1424968263496	
4773	41493.525	6347.773	3;easyend;1424968293499;	3	easyend	1424968293499	
5080	41519.560	6373.776	11;easystart;1424968319571;	11	easystart	1424968319571	
5434	41549.589	6403.813	11;easyend;1424968349574;	11	easyend	1424968349574	
5741	41575.625	6429.860	2;easystart;1424968375625;	2	easystart	1424968375625	
6095	41605.605	6459.897	2;easyend;1424968405628;	2	easyend	1424968405628	
6662	41653.715	6507.998	20;hardstart;1424968453699;	20	hardstart	1424968453699	
7016	41683.681	6537.994	20;hardend;1424968483702;	20	hardend	1424968483702	
7323	41709.761	6564.039	23;hardstart;1424968509746;	23	hardstart	1424968509746	
7677	41739.776	6594.077	23;hardend;1424968539749;	23	hardend	1424968539749	
7984	41765.826	6620.081	21;hardstart;1424968565792;	21	hardstart	1424968565792	
8338	41795.776	6650.117	21;hardend;1424968595795;	21	hardend	1424968595795	
8645	41821.874	6676.165	17;hardstart;1424968621855;	17	hardstart	1424968621855	
8999	41851.872	6706.201	17;hardend;1424968651858;	17	hardend	1424968651858	
9306	41877.858	6732.227	13;hardstart;1424968677909;	13	hardstart	1424968677909	
9660	41907.903	6762.243	13;hardend;1424968707912;	13	hardend	1424968707912	
9967	41933.954	6788.309	19;hardstart;1424968733962;	19	hardstart	1424968733962	
10321	41964.014	6818.327	19;hardend;1424968763965;	19	hardend	1424968763965	
10628	41990.001	6844.351	10;easystart;1424968790010;	10	easystart	1424968790010	
10982	42019.998	6874.388	10;easyend;1424968820013;	10	easyend	1424968820013	
11288	42046.004	6900.350	18;hardstart;1424968846061;	18	hardstart	1424968846061	
11642	42076.030	6930.388	18;hardend;1424968876064;	18	hardend	1424968876064	
11999	42106.277	6960.676	9;easystart;1424968906346;	9	easystart	1424968906346	
12353	42136.305	6990.694	9;easyend;1424968936349;	9	easyend	1424968936349	
12661	42162.387	7016.802	8;easystart;1424968962439;	8	easystart	1424968962439	
13015	42192.387	7046.818	8;easyend;1424968992442;	8	easyend	1424968992442	
13322	42218.482	7072.886	14;hardstart;1424969018484;	14	hardstart	1424969018484	
13675	42248.419	7102.838	14;hardend;1424969048487;	14	hardend	1424969048487	
13983	42274.468	7128.926	12;easystart;1424969074528;	12	easystart	1424969074528	
14337	42304.481	7158.964	12;easyend;1424969104531;	12	easyend	1424969104531	
14643	42330.501	7184.926	15;hardstart;1424969130577;	15	hardstart	1424969130577	
14997	42360.514	7214.963	15;hardend;1424969160580;	15	hardend	1424969160580	
15306	42386.644	7241.135	6;easystart;1424969186743;	6	easystart	1424969186743	
15660	42416.688	7271.173	6;easyend;1424969216746;	6	easyend	1424969216746	
15661	42416.748	7271.257	100;experimentfinished;1424969216751;	100	experimentfinished	1424969216751	
16015	42473.704	7328.159	h;99.8;0.2	h	99.8	0.2	
16022	42474.248	7328.768	e;0.0;100.0	e	0.0	100.0	
16027	42474.699	7329.188	e;0.0;100.0	e	0.0	100.0	
16034	42475.323	7329.797	e;0.0;100.0	e	0.0	100.0	
16039	42475.666	7330.197	h;100.0;0.0	h	100.0	0.0	
16045	42476.244	7330.742	h;99.6;0.4	h	99.6	0.4	
16051	42476.711	7331.226	e;32.0;68.0	e	32.0	68.0	
16057	42477.242	7331.730	h;100.0;0.0	h	100.0	0.0	
16063	42477.788	7332.255	h;100.0;0.0	h	100.0	0.0	
16069	42478.256	7332.738	h;100.0;0.0	h	100.0	0.0	
16075	42478.786	7333.285	h;100.0;0.0	h	100.0	0.0	
16081	42479.285	7333.767	h;100.0;0.0	h	100.0	0.0	
16087	42479.771	7334.272	h;100.0;0.0	h	100.0	0.0	
16093	42480.286	7334.796	h;100.0;0.0	h	100.0	0.0	
16099	42480.801	7335.280	h;100.0;0.0	h	100.0	0.0	
16105	42481.344	7335.826	h;100.0;0.0	h	100.0	0.0	
16117	42482.392	7336.855	h;100.0;0.0	h	100.0	0.0	
16123	42482.827	7337.339	h;99.9;0.1	h	99.9	0.1	
16129	42483.357	7337.821	h;99.9;0.1	h	99.9	0.1	
16135	42483.887	7338.368	h;100.0;0.0	h	100.0	0.0	
16141	42484.339	7338.851	h;100.0;0.0	h	100.0	0.0	
16147	42484.870	7339.397	h;100.0;0.0	h	100.0	0.0	
16153	42485.370	7339.880	h;100.0;0.0	h	100.0	0.0	
16159	42485.933	7340.406	h;100.0;0.0	h	100.0	0.0	
16165	42486.399	7340.888	h;100.0;0.0	h	100.0	0.0	
16171	42486.867	7341.393	h;100.0;0.0	h	100.0	0.0	
16178	42487.524	7342.001	h;98.4;1.6	h	98.4	1.6	
16184	42487.959	7342.506	h;99.9;0.1	h	99.9	0.1	
16189	42488.426	7342.947	e;0.0;100.0	e	0.0	100.0	
16195	42488.973	7343.430	h;99.0;1.0	h	99.0	1.0	
16201	42489.505	7343.976	h;100.0;0.0	h	100.0	0.0	
16207	42489.940	7344.460	h;100.0;0.0	h	100.0	0.0	
16213	42490.455	7344.963	h;100.0;0.0	h	100.0	0.0	
16219	42491.001	7345.488	h;100.0;0.0	h	100.0	0.0	
16225	42491.454	7345.971	h;100.0;0.0	h	100.0	0.0	
16231	42492.046	7346.516	h;100.0;0.0	h	100.0	0.0	
16237	42492.482	7347.000	h;100.0;0.0	h	100.0	0.0	
16243	42493.030	7347.505	h;100.0;0.0	h	100.0	0.0	
16249	42493.512	7348.029	h;100.0;0.0	h	100.0	0.0	
16255	42494.012	7348.513	h;100.0;0.0	h	100.0	0.0	
16261	42494.526	7349.059	e;0.0;100.0	e	0.0	100.0	
16267	42495.040	7349.541	e;0.0;100.0	e	0.0	100.0	
16273	42495.620	7350.088	e;0.0;100.0	e	0.0	100.0	
16279	42496.040	7350.572	e;0.0;100.0	e	0.0	100.0	
16285	42496.571	7351.054	e;0.0;100.0	e	0.0	100.0	
16292	42497.181	7351.664	e;0.0;100.0	e	0.0	100.0	
16297	42497.601	7352.084	e;0.0;100.0	e	0.0	100.0	
16303	42498.099	7352.609	e;0.0;100.0	e	0.0	100.0	
16309	42498.582	7353.113	e;0.0;100.0	e	0.0	100.0	
16315	42499.127	7353.639	e;0.0;100.0	e	0.0	100.0	
16321	42499.629	7354.142	e;0.0;100.0	e	0.0	100.0	
16327	42500.126	7354.626	e;0.0;100.0	e	0.0	100.0	
16333	42500.658	7355.172	e;0.0;100.0	e	0.0	100.0	
16339	42501.156	7355.655	e;0.0;100.0	e	0.0	100.0	
16345	42501.688	7356.180	e;0.0;100.0	e	0.0	100.0	
16351	42502.170	7356.662	e;0.0;100.0	e	0.0	100.0	
16357	42502.733	7357.167	e;0.0;100.0	e	0.0	100.0	
16364	42503.261	7357.777	e;0.0;100.0	e	0.0	100.0	
16369	42503.682	7358.196	e;0.0;100.0	e	0.0	100.0	
16375	42504.260	7358.722	e;0.0;100.0	e	0.0	100.0	
16381	42504.681	7359.205	e;0.0;100.0	e	0.0	100.0	
16387	42505.227	7359.751	h;100.0;0.0	h	100.0	0.0	
16393	42505.775	7360.234	h;99.6;0.4	h	99.6	0.4	
16399	42506.288	7360.739	e;48.1;51.9	e	48.1	51.9	
16405	42506.787	7361.263	h;99.7;0.3	h	99.7	0.3	
16412	42507.303	7361.831	h;100.0;0.0	h	100.0	0.0	
16417	42507.770	7362.292	h;100.0;0.0	h	100.0	0.0	
16423	42508.284	7362.774	h;100.0;0.0	h	100.0	0.0	
16429	42508.799	7363.321	h;100.0;0.0	h	100.0	0.0	
16435	42509.267	7363.804	e;0.0;100.0	e	0.0	100.0	
16441	42509.782	7364.287	e;0.0;100.0	e	0.0	100.0	
16447	42510.312	7364.833	e;0.0;100.0	e	0.0	100.0	
16453	42510.812	7365.317	e;0.0;100.0	e	0.0	100.0	
16459	42511.345	7365.862	h;100.0;0.0	h	100.0	0.0	
16465	42511.813	7366.346	e;0.0;100.0	e	0.0	100.0	
16471	42512.359	7366.829	h;95.5;4.5	h	95.5	4.5	
16477	42512.903	7367.375	e;0.0;100.0	e	0.0	100.0	
16483	42513.323	7367.858	e;8.0;92.0	e	8.0	92.0	
16489	42513.869	7368.384	h;100.0;0.0	h	100.0	0.0	
