Subject:	S1111
Project:	BesteRTMusic
Time:	2015-03-31_11-23-45

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
16621	42464.200	5510.767	e;23.5;76.5	e	23.5	76.5	
16627	42464.673	5511.250	e;22.9;77.1	e	22.9	77.1	
16633	42465.236	5511.796	e;23.9;76.1	e	23.9	76.1	
16639	42465.727	5512.279	e;2.1;97.9	e	2.1	97.9	
16645	42466.229	5512.805	h;98.8;1.2	h	98.8	1.2	
16657	42467.158	5513.792	e;1.6;98.4	e	1.6	98.4	
16663	42467.780	5514.337	e;4.6;95.4	e	4.6	95.4	
16669	42468.293	5514.821	e;2.9;97.1	e	2.9	97.1	
16675	42468.775	5515.346	e;1.1;98.9	e	1.1	98.9	
16687	42469.727	5516.333	h;99.0;1.0	h	99.0	1.0	
16694	42470.387	5516.943	h;99.2;0.8	h	99.2	0.8	
16699	42470.803	5517.362	h;72.4;27.6	h	72.4	27.6	
16705	42471.269	5517.888	h;99.8;0.2	h	99.8	0.2	
16711	42471.817	5518.392	h;95.5;4.5	h	95.5	4.5	
16717	42472.306	5518.917	h;90.0;10.0	h	90.0	10.0	
16723	42472.844	5519.421	h;99.0;1.0	h	99.0	1.0	
16729	42473.345	5519.905	h;92.5;7.5	h	92.5	7.5	
16735	42473.840	5520.429	h;75.9;24.1	h	75.9	24.1	
16747	42474.940	5521.459	e;7.7;92.3	e	7.7	92.3	
16753	42475.379	5521.963	e;2.0;98.0	e	2.0	98.0	
16759	42475.878	5522.488	e;22.5;77.5	e	22.5	77.5	
16765	42476.361	5522.972	h;52.2;47.8	h	52.2	47.8	
16771	42476.885	5523.454	e;0.7;99.3	e	0.7	99.3	
16777	42477.434	5524.001	e;1.6;98.4	e	1.6	98.4	
16783	42477.897	5524.483	e;18.0;82.0	e	18.0	82.0	
16789	42478.522	5525.030	e;9.2;90.8	e	9.2	90.8	
16795	42478.861	5525.513	h;89.6;10.4	h	89.6	10.4	
16801	42479.457	5526.038	h;73.0;27.0	h	73.0	27.0	
16807	42479.954	5526.541	h;96.0;4.0	h	96.0	4.0	
16813	42480.468	5527.025	h;64.8;35.2	h	64.8	35.2	
16819	42481.001	5527.550	h;64.6;35.4	h	64.6	35.4	
16826	42481.569	5528.138	h;66.3;33.7	h	66.3	33.7	
16831	42481.943	5528.579	h;81.0;19.0	h	81.0	19.0	
16843	42483.040	5529.566	h;99.4;0.6	h	99.4	0.6	
16849	42483.522	5530.092	h;65.1;34.9	h	65.1	34.9	
16856	42484.076	5530.679	h;64.6;35.4	h	64.6	35.4	
16861	42484.552	5531.121	h;64.5;35.5	h	64.5	35.5	
16867	42485.040	5531.625	h;63.4;36.6	h	63.4	36.6	
16874	42485.615	5532.234	h;54.2;45.8	h	54.2	45.8	
16879	42485.987	5532.633	h;64.2;35.8	h	64.2	35.8	
16885	42486.605	5533.138	h;70.1;29.9	h	70.1	29.9	
16891	42487.104	5533.662	h;63.1;36.9	h	63.1	36.9	
16897	42487.609	5534.167	e;25.8;74.2	e	25.8	74.2	
16903	42488.167	5534.692	h;63.8;36.2	h	63.8	36.2	
16909	42488.604	5535.175	h;61.2;38.8	h	61.2	38.8	
16915	42489.118	5535.721	h;73.8;26.2	h	73.8	26.2	
16921	42489.672	5536.205	e;2.2;97.8	e	2.2	97.8	
16928	42490.220	5536.771	e;8.5;91.5	e	8.5	91.5	
16933	42490.705	5537.234	e;36.2;63.8	e	36.2	63.8	
16939	42491.153	5537.717	h;74.9;25.1	h	74.9	25.1	
16945	42491.658	5538.242	e;20.6;79.4	e	20.6	79.4	
16957	42492.715	5539.229	e;23.1;76.9	e	23.1	76.9	
16969	42493.749	5540.259	e;26.3;73.7	e	26.3	73.7	
16975	42494.290	5540.783	h;58.1;41.9	h	58.1	41.9	
16981	42494.695	5541.288	h;64.6;35.4	h	64.6	35.4	
16987	42495.197	5541.813	h;64.4;35.6	h	64.4	35.6	
16993	42495.764	5542.317	h;64.9;35.1	h	64.9	35.1	
16999	42496.285	5542.800	h;89.9;10.1	h	89.9	10.1	
17005	42496.708	5543.326	h;92.8;7.2	h	92.8	7.2	
17023	42498.274	5544.858	e;10.4;89.6	e	10.4	89.6	
17029	42498.742	5545.383	e;34.1;65.9	e	34.1	65.9	
17035	42499.309	5545.866	e;7.7;92.3	e	7.7	92.3	
17041	42499.831	5546.371	h;93.5;6.5	h	93.5	6.5	
17047	42500.334	5546.895	e;30.7;69.3	e	30.7	69.3	
17054	42500.855	5547.463	h;94.3;5.7	h	94.3	5.7	
17059	42501.301	5547.925	e;37.2;62.8	e	37.2	62.8	
17065	42501.835	5548.408	e;8.2;91.8	e	8.2	91.8	
17071	42502.361	5548.912	e;4.6;95.4	e	4.6	95.4	
17077	42502.903	5549.438	h;71.3;28.7	h	71.3	28.7	
17083	42503.337	5549.941	e;27.9;72.1	e	27.9	72.1	
17089	42503.892	5550.467	h;67.1;32.9	h	67.1	32.9	
17095	42504.381	5550.950	h;97.7;2.3	h	97.7	2.3	
17101	42504.904	5551.475	h;97.6;2.4	h	97.6	2.4	
17113	42505.923	5552.482	e;23.7;76.3	e	23.7	76.3	
17119	42506.382	5553.008	e;34.4;65.6	e	34.4	65.6	
17125	42506.860	5553.492	h;51.6;48.4	h	51.6	48.4	
17131	42507.429	5554.016	e;27.2;72.8	e	27.2	72.8	
17137	42507.870	5554.521	e;11.6;88.4	e	11.6	88.4	
17143	42508.534	5555.046	e;0.4;99.6	e	0.4	99.6	
17149	42508.930	5555.550	e;0.4;99.6	e	0.4	99.6	
17155	42509.408	5556.033	e;0.4;99.6	e	0.4	99.6	
17161	42509.932	5556.559	e;0.5;99.5	e	0.5	99.5	
17167	42510.453	5557.062	e;0.4;99.6	e	0.4	99.6	
17174	42511.094	5557.672	e;5.7;94.3	e	5.7	94.3	
17179	42511.532	5558.092	e;0.0;100.0	e	0.0	100.0	
17185	42512.040	5558.617	e;0.9;99.1	e	0.9	99.1	
17191	42512.526	5559.100	e;4.6;95.4	e	4.6	95.4	
17197	42513.046	5559.605	h;99.0;1.0	h	99.0	1.0	
17203	42513.484	5560.129	h;89.3;10.7	h	89.3	10.7	
17209	42514.070	5560.634	e;2.1;97.9	e	2.1	97.9	
17215	42514.590	5561.158	h;55.4;44.6	h	55.4	44.6	
17222	42515.126	5561.724	h;66.1;33.9	h	66.1	33.9	
17227	42515.577	5562.145	h;80.9;19.1	h	80.9	19.1	
17233	42516.102	5562.671	h;62.9;37.1	h	62.9	37.1	
17240	42516.669	5563.237	e;3.8;96.2	e	3.8	96.2	
17245	42517.065	5563.699	h;62.5;37.5	h	62.5	37.5	
17251	42517.555	5564.183	e;14.0;86.0	e	14.0	86.0	
17257	42518.160	5564.707	h;90.8;9.2	h	90.8	9.2	
17263	42518.581	5565.212	h;60.3;39.7	h	60.3	39.7	
17269	42519.099	5565.717	e;7.9;92.1	e	7.9	92.1	
17275	42519.609	5566.241	e;7.3;92.7	e	7.3	92.7	
17281	42520.142	5566.724	e;1.4;98.6	e	1.4	98.6	
17288	42520.765	5567.333	e;13.3;86.7	e	13.3	86.7	
17293	42521.190	5567.753	h;88.7;11.3	h	88.7	11.3	
17299	42521.763	5568.279	e;40.9;59.1	e	40.9	59.1	
17305	42522.240	5568.782	h;50.9;49.1	h	50.9	49.1	
17311	42522.640	5569.266	e;5.7;94.3	e	5.7	94.3	
17317	42523.230	5569.792	h;86.5;13.5	h	86.5	13.5	
17323	42523.671	5570.295	e;39.6;60.4	e	39.6	60.4	
17329	42524.251	5570.820	h;91.6;8.4	h	91.6	8.4	
17335	42524.803	5571.325	e;1.3;98.7	e	1.3	98.7	
17341	42525.250	5571.807	e;34.5;65.5	e	34.5	65.5	
17348	42525.857	5572.417	h;65.0;35.0	h	65.0	35.0	
17353	42526.277	5572.838	e;18.9;81.1	e	18.9	81.1	
17360	42526.870	5573.446	h;100.0;0.0	h	100.0	0.0	
17365	42527.255	5573.867	h;92.3;7.7	h	92.3	7.7	
17371	42527.806	5574.392	h;99.3;0.7	h	99.3	0.7	
17377	42528.300	5574.874	e;46.0;54.0	e	46.0	54.0	
17383	42528.825	5575.379	h;99.7;0.3	h	99.7	0.3	
17389	42529.320	5575.903	h;68.9;31.1	h	68.9	31.1	
17396	42529.933	5576.471	h;92.4;7.6	h	92.4	7.6	
17407	42530.834	5577.416	e;26.5;73.5	e	26.5	73.5	
17413	42531.312	5577.942	h;97.1;2.9	h	97.1	2.9	
17420	42531.894	5578.529	e;19.7;80.3	e	19.7	80.3	
17426	42532.456	5579.012	e;2.0;98.0	e	2.0	98.0	
17431	42532.890	5579.474	e;0.3;99.7	e	0.3	99.7	
17437	42533.396	5579.957	e;35.1;64.9	e	35.1	64.9	
17443	42533.899	5580.483	h;99.1;0.9	h	99.1	0.9	
17449	42534.442	5580.986	h;89.6;10.4	h	89.6	10.4	
17455	42534.993	5581.491	e;34.7;65.3	e	34.7	65.3	
17461	42535.418	5582.015	h;63.5;36.5	h	63.5	36.5	
17468	42535.949	5582.583	e;18.2;81.8	e	18.2	81.8	
17473	42536.449	5583.024	e;1.7;98.3	e	1.7	98.3	
17479	42536.959	5583.528	h;82.0;18.0	h	82.0	18.0	
17485	42537.477	5584.053	h;61.5;38.5	h	61.5	38.5	
17491	42538.040	5584.558	e;33.3;66.7	e	33.3	66.7	
17497	42538.446	5585.040	h;98.8;1.2	h	98.8	1.2	
17503	42539.055	5585.566	h;100.0;0.0	h	100.0	0.0	
17509	42539.490	5586.070	h;96.7;3.3	h	96.7	3.3	
17515	42540.008	5586.595	e;33.1;66.9	e	33.1	66.9	
17521	42540.489	5587.078	e;0.0;100.0	e	0.0	100.0	
