Subject:	S1120
Project:	BesteRTMusic
Time:	2015-04-16_11-27-18

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
361	41269.807	5097.744	1;baselinestart;1429198069677;	1	baselinestart	1429198069677	
1057	41328.813	5156.790	1;baselineend;1429198128681;	1	baselineend	1429198128681	
1130	41334.999	5163.007	16;hardstart;1429198134863;	16	hardstart	1429198134863	
1483	41364.928	5192.918	16;hardend;1429198164863;	16	hardend	1429198164863	
1793	41391.181	5219.216	11;easystart;1429198191030;	11	easystart	1429198191030	
2146	41421.147	5249.169	11;easyend;1429198221029;	11	easyend	1429198221029	
2454	41447.251	5275.299	3;easystart;1429198247119;	3	easystart	1429198247119	
2807	41477.197	5305.210	3;easyend;1429198277118;	3	easyend	1429198277118	
3114	41503.245	5331.278	20;hardstart;1429198303199;	20	hardstart	1429198303199	
3468	41533.276	5361.315	20;hardend;1429198333199;	20	hardend	1429198333199	
3775	41559.323	5387.361	18;hardstart;1429198359244;	18	hardstart	1429198359244	
4129	41589.293	5417.356	18;hardend;1429198389243;	18	hardend	1429198389243	
4437	41615.464	5443.486	7;easystart;1429198415299;	7	easystart	1429198415299	
4790	41645.326	5473.440	7;easyend;1429198445299;	7	easyend	1429198445299	
5100	41671.632	5499.737	5;easystart;1429198471580;	5	easystart	1429198471580	
5454	41701.665	5529.774	5;easyend;1429198501580;	5	easyend	1429198501580	
5762	41727.762	5555.863	6;easystart;1429198527639;	6	easystart	1429198527639	
6115	41757.750	5585.816	6;easyend;1429198557639;	6	easyend	1429198557639	
6541	41793.821	5621.944	4;easystart;1429198593735;	4	easystart	1429198593735	
6895	41823.841	5651.982	4;easyend;1429198623737;	4	easyend	1429198623737	
7203	41849.962	5678.112	23;hardstart;1429198649825;	23	hardstart	1429198649825	
7556	41879.871	5708.023	23;hardend;1429198679827;	23	hardend	1429198679827	
7863	41905.997	5734.091	19;hardstart;1429198705879;	19	hardstart	1429198705879	
8217	41936.011	5764.107	19;hardend;1429198735881;	19	hardend	1429198735881	
8524	41961.982	5790.131	2;easystart;1429198761930;	2	easystart	1429198761930	
