Subject:	S910
Project:	BesteRTMusic
Time:	2015-03-06_17-18-35

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
386	62348.139	5640.598	1;baselinestart;1425680348055;	1	baselinestart	1425680348055	
1082	62407.158	5699.642	1;baselineend;1425680407091;	1	baselineend	1425680407091	
1156	62413.460	5705.944	17;hardstart;1425680413385;	17	hardstart	1425680413385	
1510	62443.447	5735.960	17;hardend;1425680443388;	17	hardend	1425680443388	
1818	62469.591	5762.069	6;easystart;1425680469527;	6	easystart	1425680469527	
2172	62499.607	5792.107	6;easyend;1425680499530;	6	easyend	1425680499530	
2480	62525.738	5818.237	21;hardstart;1425680525634;	21	hardstart	1425680525634	
2834	62555.725	5848.273	21;hardend;1425680555637;	21	hardend	1425680555637	
3142	62581.826	5874.363	19;hardstart;1425680581694;	19	hardstart	1425680581694	
3495	62611.762	5904.315	19;hardend;1425680611697;	19	hardend	1425680611697	
3802	62637.847	5930.383	13;hardstart;1425680637759;	13	hardstart	1425680637759	
4156	62667.830	5960.399	13;hardend;1425680667762;	13	hardend	1425680667762	
4463	62693.884	5986.423	4;easystart;1425680693822;	4	easystart	1425680693822	
4817	62723.917	6016.439	4;easyend;1425680723825;	4	easyend	1425680723825	
5125	62750.015	6042.591	10;easystart;1425680749898;	10	easystart	1425680749898	
5479	62780.015	6072.607	10;easyend;1425680779901;	10	easyend	1425680779901	
5789	62806.334	6098.864	7;easystart;1425680806170;	7	easystart	1425680806170	
6142	62836.241	6128.837	7;easyend;1425680836173;	7	easyend	1425680836173	
6595	62874.682	6167.256	9;easystart;1425680874606;	9	easystart	1425680874606	
6949	62904.728	6197.272	9;easyend;1425680904609;	9	easyend	1425680904609	
7256	62930.749	6223.339	22;hardstart;1425680930668;	22	hardstart	1425680930668	
7610	62960.796	6253.335	22;hardend;1425680960671;	22	hardend	1425680960671	
7918	62986.837	6279.464	2;easystart;1425680986726;	2	easystart	1425680986726	
8271	63016.804	6309.417	2;easyend;1425681016729;	2	easyend	1425681016729	
8578	63042.873	6335.443	14;hardstart;1425681042796;	14	hardstart	1425681042796	
8933	63072.969	6365.542	14;hardend;1425681072799;	14	hardend	1425681072799	
9240	63098.957	6391.589	11;easystart;1425681098854;	11	easystart	1425681098854	
9594	63128.989	6421.626	11;easyend;1425681128857;	11	easyend	1425681128857	
9901	63155.028	6447.693	16;hardstart;1425681154912;	16	hardstart	1425681154912	
10255	63185.028	6477.688	16;hardend;1425681184915;	16	hardend	1425681184915	
10562	63211.066	6503.735	20;hardstart;1425681210969;	20	hardstart	1425681210969	
10915	63241.050	6533.688	20;hardend;1425681240972;	20	hardend	1425681240972	
11223	63267.196	6559.775	3;easystart;1425681267016;	3	easystart	1425681267016	
11577	63297.134	6589.814	3;easyend;1425681297019;	3	easyend	1425681297019	
11923	63326.496	6619.178	18;hardstart;1425681326380;	18	hardstart	1425681326380	
12276	63356.496	6649.130	18;hardend;1425681356383;	18	hardend	1425681356383	
12583	63382.519	6675.157	8;easystart;1425681382435;	8	easystart	1425681382435	
12937	63412.520	6705.172	8;easyend;1425681412438;	8	easyend	1425681412438	
13244	63438.571	6731.240	15;hardstart;1425681438498;	15	hardstart	1425681438498	
13598	63468.588	6761.235	15;hardend;1425681468501;	15	hardend	1425681468501	
13906	63494.656	6787.364	12;easystart;1425681494555;	12	easystart	1425681494555	
14259	63524.625	6817.319	12;easyend;1425681524558;	12	easyend	1425681524558	
14567	63550.742	6843.448	23;hardstart;1425681550610;	23	hardstart	1425681550610	
14921	63580.771	6873.443	23;hardend;1425681580613;	23	hardend	1425681580613	
15228	63606.778	6899.490	5;easystart;1425681606660;	5	easystart	1425681606660	
15581	63636.749	6929.443	5;easyend;1425681636663;	5	easyend	1425681636663	
15582	63636.811	6929.527	100;experimentfinished;1425681636666;	100	experimentfinished	1425681636666	
15937	63685.563	6978.278	e;20.6;79.4	e	20.6	79.4	
15943	63686.064	6978.804	e;16.7;83.3	e	16.7	83.3	
15949	63686.560	6979.309	e;22.2;77.8	e	22.2	77.8	
15955	63687.093	6979.833	e;3.4;96.6	e	3.4	96.6	
15961	63687.607	6980.337	h;99.8;0.2	h	99.8	0.2	
15967	63688.107	6980.863	e;5.7;94.3	e	5.7	94.3	
