Subject:	S1108
Project:	BesteRTMusic
Time:	2015-03-24_11-30-54

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
788	41521.982	4010.250	1;baselinestart;1427211121893;	1	baselinestart	1427211121893	
1484	41581.055	4069.275	1;baselineend;1427211180898;	1	baselineend	1427211180898	
1559	41587.319	4075.640	6;easystart;1427211187193;	6	easystart	1427211187193	
1912	41617.326	4105.571	6;easyend;1427211217193;	6	easyend	1427211217193	
2220	41643.428	4131.723	14;hardstart;1427211243322;	14	hardstart	1427211243322	
2574	41673.480	4161.760	14;hardend;1427211273321;	14	hardend	1427211273321	
2881	41699.444	4187.764	9;easystart;1427211299381;	9	easystart	1427211299381	
3235	41729.477	4217.802	9;easyend;1427211329381;	9	easyend	1427211329381	
3543	41755.633	4243.931	19;hardstart;1427211355470;	19	hardstart	1427211355470	
3896	41785.562	4273.884	19;hardend;1427211385469;	19	hardend	1427211385469	
4208	41812.006	4300.351	12;easystart;1427211411852;	12	easystart	1427211411852	
4562	41842.015	4330.366	12;easyend;1427211441851;	12	easyend	1427211441851	
4868	41867.993	4356.309	15;hardstart;1427211467900;	15	hardstart	1427211467900	
5223	41898.055	4386.429	15;hardend;1427211497899;	15	hardend	1427211497899	
5530	41924.100	4412.475	10;easystart;1427211523945;	10	easystart	1427211523945	
5883	41954.037	4442.387	10;easyend;1427211553945;	10	easyend	1427211553945	
6190	41980.052	4468.453	4;easystart;1427211579990;	4	easystart	1427211579990	
6545	42010.159	4498.553	4;easyend;1427211609990;	4	easyend	1427211609990	
7910	42125.914	4614.333	16;hardstart;1427211725790;	16	hardstart	1427211725790	
8263	42155.862	4644.286	16;hardend;1427211755795;	16	hardend	1427211755795	
8571	42181.924	4670.396	7;easystart;1427211781844;	7	easystart	1427211781844	
8925	42211.954	4700.412	7;easyend;1427211811850;	7	easyend	1427211811850	
9232	42238.060	4726.479	3;easystart;1427211837904;	3	easystart	1427211837904	
9585	42267.928	4756.432	3;easyend;1427211867910;	3	easyend	1427211867910	
9893	42294.059	4782.520	8;easystart;1427211893962;	8	easystart	1427211893962	
10246	42324.019	4812.473	8;easyend;1427211923968;	8	easyend	1427211923968	
10554	42350.123	4838.604	17;hardstart;1427211950011;	17	hardstart	1427211950011	
10908	42380.124	4868.640	17;hardend;1427211980014;	17	hardend	1427211980014	
11215	42406.207	4894.645	11;easystart;1427212006072;	11	easystart	1427212006072	
11569	42436.203	4924.682	11;easyend;1427212036075;	11	easyend	1427212036075	
11878	42462.391	4950.897	13;hardstart;1427212062303;	13	hardstart	1427212062303	
12231	42492.374	4980.850	13;hardend;1427212092306;	13	hardend	1427212092306	
12539	42518.428	5006.937	23;hardstart;1427212118358;	23	hardstart	1427212118358	
12893	42548.471	5036.976	23;hardend;1427212148361;	23	hardend	1427212148361	
13952	42638.271	5126.813	2;easystart;1427212238236;	2	easystart	1427212238236	
14305	42668.218	5156.766	2;easyend;1427212268239;	2	easyend	1427212268239	
