Subject:	S909
Project:	BesteRTMusic
Time:	2015-03-06_09-15-50

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
390	33383.777	2669.063	1;baselinestart;1425651383649;	1	baselinestart	1425651383649	
1086	33442.781	2728.108	1;baselineend;1425651442664;	1	baselineend	1425651442664	
1159	33448.987	2734.284	17;hardstart;1425651448886;	17	hardstart	1425651448886	
1513	33478.990	2764.320	17;hardend;1425651478902;	17	hardend	1425651478902	
1821	33505.136	2790.451	11;easystart;1425651505000;	11	easystart	1425651505000	
2174	33535.089	2820.404	11;easyend;1425651535003;	11	easyend	1425651535003	
2482	33561.206	2846.492	9;easystart;1425651561066;	9	easystart	1425651561066	
2836	33591.207	2876.530	9;easyend;1425651591069;	9	easyend	1425651591069	
3143	33617.260	2902.597	4;easystart;1425651617118;	4	easystart	1425651617118	
3496	33647.228	2932.529	4;easyend;1425651647121;	4	easyend	1425651647121	
3803	33673.250	2958.554	23;hardstart;1425651673168;	23	hardstart	1425651673168	
4157	33703.251	2988.570	23;hardend;1425651703171;	23	hardend	1425651703171	
4465	33729.349	3014.721	10;easystart;1425651729262;	10	easystart	1425651729262	
4818	33759.349	3044.652	10;easyend;1425651759265;	10	easyend	1425651759265	
5126	33785.404	3070.763	8;easystart;1425651785321;	8	easystart	1425651785321	
5480	33815.436	3100.799	8;easyend;1425651815324;	8	easyend	1425651815324	
5787	33841.459	3126.846	20;hardstart;1425651841386;	20	hardstart	1425651841386	
6141	33871.506	3156.883	20;hardend;1425651871389;	20	hardend	1425651871389	
6614	33911.584	3196.982	12;easystart;1425651911471;	12	easystart	1425651911471	
6967	33941.568	3226.955	12;easyend;1425651941474;	12	easyend	1425651941474	
7275	33967.668	3253.044	5;easystart;1425651967517;	5	easystart	1425651967517	
7629	33997.651	3283.060	5;easyend;1425651997520;	5	easyend	1425651997520	
7936	34023.721	3309.126	21;hardstart;1425652023584;	21	hardstart	1425652023584	
8289	34053.689	3339.060	21;hardend;1425652053587;	21	hardend	1425652053587	
8597	34079.743	3365.168	22;hardstart;1425652079635;	22	hardstart	1425652079635	
8950	34109.743	3395.121	22;hardend;1425652109638;	22	hardend	1425652109638	
9258	34135.812	3421.252	18;hardstart;1425652135687;	18	hardstart	1425652135687	
9611	34165.814	3451.205	18;hardend;1425652165690;	18	hardend	1425652165690	
9919	34191.851	3477.294	16;hardstart;1425652191746;	16	hardstart	1425652191746	
10273	34221.867	3507.330	16;hardend;1425652221750;	16	hardend	1425652221750	
10580	34247.982	3533.376	6;easystart;1425652247796;	6	easystart	1425652247796	
10933	34277.872	3563.287	6;easyend;1425652277799;	6	easyend	1425652277799	
11240	34303.941	3589.355	19;hardstart;1425652303846;	19	hardstart	1425652303846	
11594	34333.943	3619.371	19;hardend;1425652333849;	19	hardend	1425652333849	
12073	34374.537	3660.016	3;easystart;1425652374440;	3	easystart	1425652374440	
12426	34404.535	3689.926	3;easyend;1425652404442;	3	easyend	1425652404442	
12734	34430.605	3716.077	14;hardstart;1425652430498;	14	hardstart	1425652430498	
13088	34460.607	3746.094	14;hardend;1425652460501;	14	hardend	1425652460501	
13395	34486.658	3772.161	13;hardstart;1425652486545;	13	hardstart	1425652486545	
13749	34516.705	3802.135	13;hardend;1425652516547;	13	hardend	1425652516547	
14056	34542.728	3828.203	7;easystart;1425652542590;	7	easystart	1425652542590	
14409	34572.680	3858.156	7;easyend;1425652572593;	7	easyend	1425652572593	
14717	34598.751	3884.285	15;hardstart;1425652598626;	15	hardstart	1425652598626	
15071	34628.751	3914.282	15;hardend;1425652628629;	15	hardend	1425652628629	
15378	34654.836	3940.328	2;easystart;1425652654715;	2	easystart	1425652654715	
15732	34684.850	3970.364	2;easyend;1425652684718;	2	easyend	1425652684718	
15733	34684.913	3970.449	100;experimentfinished;1425652684723;	100	experimentfinished	1425652684723	
16087	34753.042	4038.527	e;0.0;100.0	e	0.0	100.0	
16093	34753.525	4039.073	e;0.0;100.0	e	0.0	100.0	
16100	34754.134	4039.639	e;0.0;100.0	e	0.0	100.0	
16105	34754.571	4040.102	e;0.0;100.0	e	0.0	100.0	
16111	34755.084	4040.585	e;16.3;83.7	e	16.3	83.7	
16117	34755.569	4041.110	h;100.0;0.0	h	100.0	0.0	
16123	34756.084	4041.614	h;100.0;0.0	h	100.0	0.0	
16129	34756.568	4042.096	e;0.0;100.0	e	0.0	100.0	
16135	34757.128	4042.643	e;0.0;100.0	e	0.0	100.0	
16141	34757.611	4043.127	e;0.0;100.0	e	0.0	100.0	
16147	34758.159	4043.651	e;0.0;100.0	e	0.0	100.0	
16153	34758.625	4044.156	e;0.0;100.0	e	0.0	100.0	
16159	34759.124	4044.638	e;0.0;100.0	e	0.0	100.0	
16166	34759.688	4045.248	e;0.0;100.0	e	0.0	100.0	
16171	34760.124	4045.668	e;0.0;100.0	e	0.0	100.0	
16177	34760.687	4046.194	e;0.0;100.0	e	0.0	100.0	
16183	34761.155	4046.697	e;0.0;100.0	e	0.0	100.0	
16189	34761.730	4047.223	e;0.0;100.0	e	0.0	100.0	
16195	34762.200	4047.727	e;0.0;100.0	e	0.0	100.0	
16201	34762.700	4048.210	e;0.0;100.0	e	0.0	100.0	
16207	34763.230	4048.735	e;0.0;100.0	e	0.0	100.0	
16213	34763.712	4049.240	e;0.0;100.0	e	0.0	100.0	
16219	34764.244	4049.764	e;0.0;100.0	e	0.0	100.0	
16225	34764.712	4050.269	e;0.0;100.0	e	0.0	100.0	
16231	34765.258	4050.793	e;0.0;100.0	e	0.0	100.0	
16237	34765.755	4051.277	e;0.0;100.0	e	0.0	100.0	
16243	34766.271	4051.760	e;0.0;100.0	e	0.0	100.0	
16249	34766.754	4052.306	e;0.0;100.0	e	0.0	100.0	
16255	34767.268	4052.810	e;0.0;100.0	e	0.0	100.0	
16261	34767.845	4053.336	e;0.0;100.0	e	0.0	100.0	
16267	34768.315	4053.818	h;98.6;1.4	h	98.6	1.4	
16273	34768.861	4054.344	h;91.9;8.1	h	91.9	8.1	
16279	34769.328	4054.848	h;90.7;9.3	h	90.7	9.3	
16285	34769.828	4055.331	e;0.0;100.0	e	0.0	100.0	
16291	34770.360	4055.877	e;0.0;100.0	e	0.0	100.0	
16297	34770.810	4056.361	e;0.0;100.0	e	0.0	100.0	
16303	34771.373	4056.885	e;0.0;100.0	e	0.0	100.0	
16309	34771.873	4057.388	e;21.6;78.4	e	21.6	78.4	
16315	34772.401	4057.872	e;17.2;82.8	e	17.2	82.8	
16321	34772.900	4058.417	e;0.0;100.0	e	0.0	100.0	
16327	34773.368	4058.901	e;0.0;100.0	e	0.0	100.0	
16333	34773.868	4059.427	e;0.0;100.0	e	0.0	100.0	
16339	34774.370	4059.930	e;0.0;100.0	e	0.0	100.0	
16345	34774.929	4060.455	e;0.0;100.0	e	0.0	100.0	
16351	34775.429	4060.960	e;0.0;100.0	e	0.0	100.0	
16352	34775.490	4061.023	1000;level0start;1425652775313;	1000	level0start	1425652775313	
16357	34775.882	4061.442	e;0.0;100.0	e	0.0	100.0	
16363	34776.442	4061.968	e;7.1;92.9	e	7.1	92.9	
16369	34776.907	4062.473	h;99.4;0.6	h	99.4	0.6	
16375	34777.455	4062.997	e;30.7;69.3	e	30.7	69.3	
16381	34777.958	4063.501	e;0.0;100.0	e	0.0	100.0	
16388	34778.532	4064.110	e;0.0;100.0	e	0.0	100.0	
16393	34779.017	4064.509	e;3.8;96.2	e	3.8	96.2	
16399	34779.515	4065.014	h;99.9;0.1	h	99.9	0.1	
16405	34779.999	4065.538	h;98.0;2.0	h	98.0	2.0	
16411	34780.498	4066.043	e;0.0;100.0	e	0.0	100.0	
16417	34781.013	4066.569	e;0.0;100.0	e	0.0	100.0	
16423	34781.514	4067.051	e;0.0;100.0	e	0.0	100.0	
16429	34782.028	4067.534	e;0.0;100.0	e	0.0	100.0	
16435	34782.575	4068.081	e;0.0;100.0	e	0.0	100.0	
16441	34783.041	4068.584	e;0.0;100.0	e	0.0	100.0	
16447	34783.571	4069.110	e;0.0;100.0	e	0.0	100.0	
16453	34784.103	4069.594	e;0.0;100.0	e	0.0	100.0	
16459	34784.585	4070.118	e;0.0;100.0	e	0.0	100.0	
16465	34785.084	4070.622	h;100.0;0.0	h	100.0	0.0	
16471	34785.600	4071.106	e;12.4;87.6	e	12.4	87.6	
16477	34786.162	4071.651	h;84.5;15.5	h	84.5	15.5	
16481	34786.444	4071.967	1000;level0end;1425652786318;	1000	level0end	1425652786318	
16482	34786.506	4072.051	1001;level1start;1425652786356;	1001	level1start	1425652786356	
16483	34786.582	4072.135	e;0.0;100.0	e	0.0	100.0	
16490	34787.224	4072.743	e;0.0;100.0	e	0.0	100.0	
16495	34787.643	4073.164	e;0.0;100.0	e	0.0	100.0	
16501	34788.142	4073.690	e;0.0;100.0	e	0.0	100.0	
16507	34788.673	4074.193	h;99.9;0.1	h	99.9	0.1	
16513	34789.127	4074.675	h;100.0;0.0	h	100.0	0.0	
16519	34789.655	4075.201	h;100.0;0.0	h	100.0	0.0	
16525	34790.155	4075.705	e;2.0;98.0	e	2.0	98.0	
16531	34790.703	4076.230	e;0.0;100.0	e	0.0	100.0	
16537	34791.217	4076.734	e;0.0;100.0	e	0.0	100.0	
16543	34791.717	4077.218	e;0.0;100.0	e	0.0	100.0	
16549	34792.215	4077.742	e;0.0;100.0	e	0.0	100.0	
16555	34792.714	4078.247	e;0.0;100.0	e	0.0	100.0	
16561	34793.261	4078.771	e;0.0;100.0	e	0.0	100.0	
16567	34793.729	4079.276	e;33.3;66.7	e	33.3	66.7	
16573	34794.273	4079.801	e;48.8;51.2	e	48.8	51.2	
16579	34794.742	4080.284	e;7.9;92.1	e	7.9	92.1	
16585	34795.256	4080.788	e;39.6;60.4	e	39.6	60.4	
16591	34795.803	4081.314	h;100.0;0.0	h	100.0	0.0	
16597	34796.288	4081.796	h;100.0;0.0	h	100.0	0.0	
