Subject:	S1112
Project:	BesteRTMusic
Time:	2015-04-01_15-19-21

NbPoints	Matlab_now	BoxyTime	Stimulus_String	Trial_no	Stimulus_Label	Stimulus_Time
18343	56768.539	9557.209	h;74.8;25.2	h	74.8	25.2	
18349	56769.093	9557.734	e;11.6;88.4	e	11.6	88.4	
18355	56769.577	9558.238	e;20.3;79.7	e	20.3	79.7	
18361	56770.088	9558.763	e;11.3;88.7	e	11.3	88.7	
18367	56770.586	9559.268	e;11.3;88.7	e	11.3	88.7	
18373	56771.043	9559.750	e;36.9;63.1	e	36.9	63.1	
18380	56771.709	9560.360	h;56.1;43.9	h	56.1	43.9	
18385	56772.120	9560.781	h;81.1;18.9	h	81.1	18.9	
18391	56772.564	9561.305	e;12.0;88.0	e	12.0	88.0	
18397	56773.132	9561.809	e;37.0;63.0	e	37.0	63.0	
18403	56773.654	9562.293	e;11.4;88.6	e	11.4	88.6	
18410	56774.236	9562.901	h;57.8;42.2	h	57.8	42.2	
18415	56774.633	9563.322	e;36.5;63.5	e	36.5	63.5	
18421	56775.242	9563.848	e;14.3;85.7	e	14.3	85.7	
18427	56775.641	9564.330	e;32.8;67.2	e	32.8	67.2	
18433	56776.174	9564.877	e;11.3;88.7	e	11.3	88.7	
18439	56776.679	9565.360	e;37.9;62.1	e	37.9	62.1	
18445	56777.164	9565.862	e;11.3;88.7	e	11.3	88.7	
18451	56777.718	9566.388	h;60.7;39.3	h	60.7	39.3	
18458	56778.243	9566.955	e;13.8;86.2	e	13.8	86.2	
18463	56778.803	9567.417	h;64.9;35.1	h	64.9	35.1	
18469	56779.216	9567.900	e;11.0;89.0	e	11.0	89.0	
18475	56779.773	9568.426	e;13.2;86.8	e	13.2	86.8	
18481	56780.240	9568.929	e;11.2;88.8	e	11.2	88.8	
18487	56780.742	9569.413	e;13.6;86.4	e	13.6	86.4	
18493	56781.229	9569.959	e;48.2;51.8	e	48.2	51.8	
18499	56781.828	9570.442	e;22.4;77.6	e	22.4	77.6	
18505	56782.270	9570.967	h;62.3;37.7	h	62.3	37.7	
18511	56782.784	9571.472	e;13.5;86.5	e	13.5	86.5	
18517	56783.292	9571.954	h;73.4;26.6	h	73.4	26.6	
18523	56783.830	9572.501	e;12.6;87.4	e	12.6	87.4	
18529	56784.247	9572.983	h;68.1;31.9	h	68.1	31.9	
18536	56784.838	9573.593	e;11.1;88.9	e	11.1	88.9	
18541	56785.348	9574.013	e;46.1;53.9	e	46.1	53.9	
18547	56785.795	9574.538	e;39.9;60.1	e	39.9	60.1	
18553	56786.372	9575.042	e;38.4;61.6	e	38.4	61.6	
18559	56786.893	9575.526	h;83.4;16.6	h	83.4	16.6	
18565	56787.298	9576.050	h;66.9;33.1	h	66.9	33.1	
18571	56787.832	9576.555	h;83.6;16.4	h	83.6	16.4	
18577	56788.464	9577.080	h;71.8;28.2	h	71.8	28.2	
18583	56788.924	9577.563	h;83.6;16.4	h	83.6	16.4	
18589	56789.435	9578.109	e;13.7;86.3	e	13.7	86.3	
18595	56789.932	9578.593	e;22.3;77.7	e	22.3	77.7	
18601	56790.448	9579.096	e;12.9;87.1	e	12.9	87.1	
18607	56790.952	9579.622	e;14.3;85.7	e	14.3	85.7	
18614	56791.495	9580.188	e;34.9;65.1	e	34.9	65.1	
18619	56791.963	9580.651	e;20.0;80.0	e	20.0	80.0	
18625	56792.445	9581.134	h;80.3;19.7	h	80.3	19.7	
18631	56792.987	9581.639	e;13.0;87.0	e	13.0	87.0	
18637	56793.456	9582.163	e;48.9;51.1	e	48.9	51.1	
18643	56794.028	9582.668	e;16.3;83.7	e	16.3	83.7	
18649	56794.477	9583.192	h;62.6;37.4	h	62.6	37.4	
18655	56795.004	9583.675	h;83.4;16.6	h	83.4	16.6	
18661	56795.440	9584.200	h;83.3;16.7	h	83.3	16.7	
18667	56795.994	9584.705	h;83.2;16.8	h	83.2	16.8	
18673	56796.543	9585.187	e;12.6;87.4	e	12.6	87.4	
18679	56797.051	9585.734	e;10.9;89.1	e	10.9	89.1	
18685	56797.517	9586.217	e;17.6;82.4	e	17.6	82.4	
18691	56798.061	9586.742	e;15.2;84.8	e	15.2	84.8	
18697	56798.572	9587.246	h;83.2;16.8	h	83.2	16.8	
18703	56799.090	9587.771	h;83.6;16.4	h	83.6	16.4	
18709	56799.590	9588.254	h;83.5;16.5	h	83.5	16.5	
18715	56800.089	9588.759	h;83.6;16.4	h	83.6	16.4	
18721	56800.591	9589.283	h;79.9;20.1	h	79.9	20.1	
18727	56801.180	9589.788	h;83.5;16.5	h	83.5	16.5	
18733	56801.667	9590.313	h;68.6;31.4	h	68.6	31.4	
18739	56802.149	9590.817	e;49.5;50.5	e	49.5	50.5	
18745	56802.662	9591.342	h;79.9;20.1	h	79.9	20.1	
18751	56803.136	9591.826	h;80.0;20.0	h	80.0	20.0	
18757	56803.689	9592.329	e;35.4;64.6	e	35.4	64.6	
18763	56804.121	9592.855	h;63.5;36.5	h	63.5	36.5	
18769	56804.598	9593.338	e;11.2;88.8	e	11.2	88.8	
18775	56805.210	9593.884	e;14.0;86.0	e	14.0	86.0	
18781	56805.704	9594.367	e;42.8;57.2	e	42.8	57.2	
18787	56806.199	9594.872	e;11.1;88.9	e	11.1	88.9	
18793	56806.718	9595.396	e;10.8;89.2	e	10.8	89.2	
18799	56807.153	9595.880	e;11.1;88.9	e	11.1	88.9	
18805	56807.730	9596.404	e;10.5;89.5	e	10.5	89.5	
18811	56808.234	9596.909	e;17.4;82.6	e	17.4	82.6	
18817	56808.784	9597.434	e;19.6;80.4	e	19.6	80.4	
18823	56809.249	9597.938	e;38.4;61.6	e	38.4	61.6	
18829	56809.762	9598.421	h;72.3;27.7	h	72.3	27.7	
18835	56810.238	9598.947	h;60.6;39.4	h	60.6	39.4	
18841	56810.748	9599.450	h;70.0;30.0	h	70.0	30.0	
18847	56811.290	9599.976	e;12.6;87.4	e	12.6	87.4	
18853	56811.859	9600.480	h;54.9;45.1	h	54.9	45.1	
18859	56812.320	9601.005	e;43.7;56.3	e	43.7	56.3	
18865	56812.825	9601.508	e;20.6;79.4	e	20.6	79.4	
18872	56813.395	9602.076	h;71.1;28.9	h	71.1	28.9	
18877	56813.807	9602.516	e;19.8;80.2	e	19.8	80.2	
18883	56814.291	9603.021	h;67.7;32.3	h	67.7	32.3	
18889	56814.878	9603.546	e;27.8;72.2	e	27.8	72.2	
18895	56815.406	9604.028	e;44.2;55.8	e	44.2	55.8	
18901	56815.864	9604.533	h;76.0;24.0	h	76.0	24.0	
18907	56816.383	9605.059	e;25.0;75.0	e	25.0	75.0	
18913	56816.796	9605.562	h;83.4;16.6	h	83.4	16.6	
18919	56817.464	9606.088	h;71.9;28.1	h	71.9	28.1	
18925	56817.870	9606.571	h;83.5;16.5	h	83.5	16.5	
18931	56818.493	9607.117	h;75.8;24.2	h	75.8	24.2	
18937	56818.920	9607.600	e;45.8;54.2	e	45.8	54.2	
18943	56819.427	9608.105	h;82.2;17.8	h	82.2	17.8	
18949	56819.979	9608.629	e;40.7;59.3	e	40.7	59.3	
18955	56820.418	9609.113	h;78.4;21.6	h	78.4	21.6	
18961	56820.934	9609.638	h;76.2;23.8	h	76.2	23.8	
18967	56821.399	9610.142	e;13.2;86.8	e	13.2	86.8	
18973	56821.976	9610.688	h;77.7;22.3	h	77.7	22.3	
18979	56822.459	9611.170	e;44.1;55.9	e	44.1	55.9	
18985	56822.988	9611.654	h;83.5;16.5	h	83.5	16.5	
18991	56823.577	9612.201	h;83.5;16.5	h	83.5	16.5	
18997	56824.019	9612.683	h;73.2;26.8	h	73.2	26.8	
19003	56824.522	9613.209	h;79.7;20.3	h	79.7	20.3	
19010	56825.076	9613.797	h;79.3;20.7	h	79.3	20.7	
19016	56825.612	9614.322	e;30.8;69.2	e	30.8	69.2	
19021	56826.054	9614.721	e;44.7;55.3	e	44.7	55.3	
19027	56826.503	9615.226	e;13.1;86.9	e	13.1	86.9	
19033	56827.030	9615.750	e;44.3;55.7	e	44.3	55.7	
19039	56827.566	9616.255	h;75.4;24.6	h	75.4	24.6	
19045	56828.056	9616.780	e;13.7;86.3	e	13.7	86.3	
19051	56828.549	9617.263	h;50.0;50.0	h	50.0	50.0	
19057	56829.043	9617.767	e;30.5;69.5	e	30.5	69.5	
19063	56829.617	9618.291	e;31.4;68.6	e	31.4	68.6	
19069	56830.150	9618.795	e;27.6;72.4	e	27.6	72.4	
19075	56830.582	9619.320	e;14.0;86.0	e	14.0	86.0	
19081	56831.070	9619.804	h;54.6;45.4	h	54.6	45.4	
19087	56831.618	9620.349	h;69.7;30.3	h	69.7	30.3	
19093	56832.155	9620.833	e;47.3;52.7	e	47.3	52.7	
19099	56832.682	9621.337	h;72.5;27.5	h	72.5	27.5	
19105	56833.220	9621.862	e;29.5;70.5	e	29.5	70.5	
19111	56833.599	9622.345	h;75.2;24.8	h	75.2	24.8	
