S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
0.11454,0.13009,0.086681,0.10304,0.072672,0.082297,0.05277,0.049066,-0.010326,-0.037702,0.12976,0.21266,-0.011773,-0.062977,0.077522,0.22345,0.0049533,0.0056089,0.0038392,0.0047345,0.0031357,0.0034869,0.0020993,0.0017872,-9.0075e-005,-0.0015005,0.0057735,0.009494,-0.00013577,-0.0021763,0.0041023,0.010808,15
0.17831,0.18901,0.38426,0.36358,0.17662,0.15995,0.44009,0.55572,0.8207,0.88262,0.66448,0.56788,1.1667,1.2011,0.96239,0.88024,0.013892,0.017105,0.031131,0.03099,0.013874,0.014444,0.028973,0.032782,0.035906,0.040896,0.025682,0.027059,0.078367,0.08104,0.061182,0.058665,17
0.10753,0.073921,-0.10379,-0.27906,0.16149,0.20397,0.44765,0.5434,0.30864,0.41392,0.52889,0.57946,0.44224,0.30879,0.17367,0.25868,0.014203,0.016759,0.011658,0.005439,0.0062436,0.0082376,0.015017,0.018346,0.0073367,0.012701,0.022369,0.029016,0.042757,0.032911,0.027046,0.03238,17
0.31586,0.37173,0.51785,0.3489,-0.19458,-0.19949,-0.060706,0.11525,-0.14411,-0.065533,-0.24936,-0.6113,0.87013,0.72754,0.35699,-0.016344,0.035338,0.04178,0.053087,0.038045,-0.004491,-0.0050971,0.0058476,0.014767,-0.0055463,0.0032786,-0.0053995,-0.026575,0.080888,0.073335,0.048864,0.03264,17
-0.37625,-0.58632,-0.59434,-0.57029,0.16573,0.097483,0.44406,0.62788,0.47942,0.60742,0.81446,1.2146,-0.037488,-0.047425,0.081482,0.43706,-0.021653,-0.029863,-0.025718,-0.020921,0.01198,0.0088767,0.028871,0.038559,0.028343,0.036536,0.045518,0.070431,0.012147,0.012748,0.015275,0.035263,17
0.20545,0.19333,0.16147,-0.022671,0.06457,0.074901,0.41233,0.51248,0.32266,0.37252,0.39377,0.13357,0.54148,0.39233,0.25989,0.1118,0.031788,0.034209,0.038639,0.027537,0.0189,0.019671,0.049684,0.053629,0.018977,0.025404,0.021083,0.005439,0.046081,0.03977,0.023861,0.012615,17
-0.3224,-0.50311,-0.60432,-0.80538,0.027752,0.053004,0.49361,0.76778,0.040198,0.25494,0.34413,0.37134,-0.48617,-0.54078,-0.67132,-0.78118,-0.0033314,-0.013171,-0.012338,-0.020083,0.0080445,0.011719,0.042943,0.060613,-0.001746,0.015213,0.019353,0.0256,-0.017794,-0.016587,-0.027119,-0.032533,17
0.027612,-0.019886,0.10514,0.096047,0.082797,0.033587,0.38142,0.61279,-0.32699,-0.074982,-0.20912,-0.19359,0.0051645,0.19826,0.055516,-0.044495,0.0073762,0.0088036,0.016979,0.02017,0.0063391,0.0049006,0.021256,0.03359,-0.023217,-0.011069,-0.016595,-0.017902,0.0062142,0.015614,0.009045,0.0003356,17
-0.27744,-0.36725,-0.40632,-0.47773,0.032775,0.065842,0.59555,0.89635,0.32,0.59016,0.68358,0.66971,-0.22363,-0.23041,-0.3319,-0.39161,-0.0081404,-0.012113,-0.012247,-0.013908,0.0026512,0.0047168,0.029449,0.045378,0.011974,0.028811,0.036571,0.040406,-0.00089031,-0.001747,-0.0060925,-0.0073154,17
-0.40727,-0.38391,-0.57669,-0.66728,-0.17788,-0.13067,-0.16443,-0.061457,-0.31502,-0.32607,-0.2411,-0.25146,-0.31971,-0.42625,-0.51594,-0.53917,-0.032319,-0.037488,-0.049021,-0.04692,-0.00025165,-3.0952e-005,0.00044986,0.0068889,-0.027333,-0.025128,-0.004049,0.012198,-0.05527,-0.05835,-0.056934,-0.052671,17
-0.048958,-0.1701,-0.30973,-0.38458,0.15822,0.10203,0.27622,0.41284,-0.026104,0.066277,0.01691,-0.16149,-0.26766,-0.30746,-0.45412,-0.68047,0.0054922,-0.00090678,-0.0095388,-0.014098,0.011974,0.0095446,0.019494,0.028116,-0.0020927,0.0051801,0.011786,0.006502,-0.0033614,-0.0091859,-0.015304,-0.024607,17
0.21714,0.16549,0.18798,0.28669,0.10388,-0.036256,-0.14994,-0.12097,0.082371,0.056436,0.069209,0.090231,0.558,0.61264,0.65491,0.79783,0.013266,0.012023,0.016414,0.024379,0.0041955,-0.0041483,-0.014562,-0.012996,0.0030188,0.00076873,-0.0034726,-0.0020859,0.03568,0.04327,0.042903,0.048837,17
